Order_ID,Order_Date,Customer_ID,Product_ID,Region_ID,Quantity,Discount_%,Shipping_Cost,Selling_Price,Standard_Cost,Sales_Amount,Cost_Amount
ORD100931,2023-07-12,CUST5741,PROD792,REG3,2,0.26,396,1913,551,2831.24,1102
ORD100932,2023-02-22,CUST2240,PROD736,REG13,5,0.19,155,4066,897,16467.3,4485
ORD100933,2024-04-19,CUST4889,PROD664,REG9,2,0.28,371,1619,1739,2331.36,3478
ORD100934,2023-06-23,CUST1453,PROD537,REG3,5,0.2,163,1296,2281,5184.0,11405
ORD100935,2024-11-30,CUST3683,PROD171,REG20,4,0.3,102,1077,734,3015.6,2936
ORD100936,2024-01-25,CUST2168,PROD379,REG10,3,0.15,396,3503,308,8932.65,924
ORD100937,2024-04-01,CUST5438,PROD893,REG6,5,0.29,354,1506,1709,5346.3,8545
ORD100938,2025-11-18,CUST1703,PROD517,REG3,3,0.04,361,4860,1420,13996.8,4260
ORD100939,2023-05-02,CUST3658,PROD143,REG10,2,0.13,216,2230,2437,3880.2,4874
ORD100940,2024-02-22,CUST1631,PROD552,REG7,5,0.03,58,1947,2436,9442.949999999999,12180
ORD100941,2023-06-08,CUST6523,PROD837,REG19,5,0.07,399,600,1803,2790.0,9015
ORD100942,2024-08-20,CUST2948,PROD461,REG15,3,0.02,391,2658,1988,7814.5199999999995,5964
ORD100943,2024-05-30,CUST4334,PROD709,REG8,1,0.26,151,3329,1681,2463.46,1681
ORD100944,2025-10-22,CUST1382,PROD816,REG10,5,0.29,222,4620,2096,16401.0,10480
ORD100945,2024-10-20,CUST6281,PROD166,REG5,3,0.21,278,1716,1199,4066.92,3597
ORD100946,2024-11-08,CUST1516,PROD104,REG14,3,0.08,220,4636,1889,12795.36,5667
ORD100947,2023-11-11,CUST6324,PROD569,REG8,4,0.2,126,4186,1938,13395.2,7752
ORD100948,2023-11-24,CUST3437,PROD568,REG3,1,0.25,492,3961,2375,2970.75,2375
ORD100949,2023-10-03,CUST3019,PROD574,REG5,5,0.13,409,3247,2984,14124.45,14920
ORD100950,2024-12-16,CUST3730,PROD315,REG1,2,0.02,124,2897,238,5678.12,476
ORD100951,2024-03-27,CUST1954,PROD467,REG5,3,0.26,359,4396,1299,9759.119999999999,3897
ORD100952,2024-04-30,CUST6920,PROD664,REG3,5,0.01,87,1619,1739,8014.05,8695
ORD100953,2024-07-20,CUST6330,PROD363,REG19,4,0.16,344,3655,1566,12280.8,6264
ORD100954,2023-09-03,CUST2896,PROD295,REG11,4,0.17,348,3730,1755,12383.599999999999,7020
ORD100955,2025-07-23,CUST4260,PROD519,REG18,4,0.02,79,3039,1791,11912.88,7164
ORD100956,2025-06-07,CUST2169,PROD169,REG5,3,0.13,383,3719,289,9706.59,867
ORD100957,2023-06-13,CUST3189,PROD706,REG10,4,0.25,297,2137,213,6411.0,852
ORD100958,2024-06-10,CUST2940,PROD233,REG17,5,0.26,80,3207,2927,11865.9,14635
ORD100959,2023-01-01,CUST3982,PROD229,REG2,5,0.12,261,3633,2195,15985.2,10975
ORD100960,2025-05-12,CUST5001,PROD356,REG1,4,0.08,335,4685,1461,17240.8,5844
ORD100961,2023-05-17,CUST2182,PROD417,REG14,2,0.1,239,4129,485,7432.2,970
ORD100962,2023-05-31,CUST1080,PROD640,REG6,1,0.01,245,3840,2993,3801.6,2993
ORD100963,2025-09-30,CUST2158,PROD186,REG7,1,0.03,85,635,1618,615.9499999999999,1618
ORD100964,2025-11-07,CUST6460,PROD849,REG4,3,0.03,465,324,1081,942.8399999999999,3243
ORD100965,2025-09-25,CUST2094,PROD846,REG9,4,0.09,365,1856,2100,6755.84,8400
ORD100966,2024-11-28,CUST4712,PROD358,REG17,4,0.2,198,3664,1059,11724.800000000001,4236
ORD100967,2025-12-24,CUST3389,PROD214,REG18,4,0.25,498,308,2155,924.0,8620
ORD100968,2023-11-29,CUST4158,PROD819,REG14,5,0.06,232,1547,1229,7270.9,6145
ORD100969,2024-01-07,CUST1091,PROD898,REG15,1,0.23,446,4419,2978,3402.63,2978
ORD100970,2024-08-03,CUST1190,PROD121,REG14,1,0.22,424,920,2892,717.6,2892
ORD100971,2024-11-16,CUST2255,PROD478,REG19,5,0.19,400,2178,1779,8820.900000000001,8895
ORD100972,2024-12-09,CUST6375,PROD107,REG18,5,0.06,313,1468,2382,6899.599999999999,11910
ORD100973,2025-07-16,CUST4629,PROD121,REG2,1,0.29,267,920,2892,653.1999999999999,2892
ORD100974,2025-01-09,CUST5664,PROD176,REG19,1,0.11,171,4080,1375,3631.2000000000003,1375
ORD100975,2023-09-28,CUST3220,PROD896,REG19,5,0.08,278,1835,238,8441.0,1190
ORD100976,2024-12-11,CUST4785,PROD179,REG2,1,0.17,168,3903,213,3239.49,213
ORD100977,2023-11-21,CUST2004,PROD749,REG14,3,0.01,475,2534,383,7525.98,1149
ORD100978,2025-09-16,CUST1463,PROD389,REG2,4,0.01,92,2786,2848,11032.56,11392
ORD100979,2025-03-08,CUST2548,PROD542,REG20,3,0.02,296,1737,2818,5106.78,8454
ORD100980,2025-07-08,CUST2518,PROD388,REG13,4,0.14,129,4837,2174,16639.28,8696
ORD100981,2024-06-30,CUST6059,PROD689,REG16,2,0.05,477,4751,2925,9026.9,5850
ORD100982,2025-12-28,CUST2629,PROD835,REG9,2,0.22,480,2976,2004,4642.56,4008
ORD100983,2025-06-26,CUST4033,PROD498,REG2,3,0.28,258,4487,751,9691.92,2253
ORD100984,2023-07-31,CUST2165,PROD380,REG18,4,0.28,414,3223,2329,9282.24,9316
ORD100985,2024-08-19,CUST5388,PROD732,REG13,1,0.0,85,699,904,699.0,904
ORD100986,2023-02-17,CUST6882,PROD637,REG8,1,0.06,277,4158,2869,3908.52,2869
ORD100987,2023-08-19,CUST6592,PROD239,REG6,1,0.11,104,2309,2792,2055.01,2792
ORD100988,2024-08-01,CUST1346,PROD803,REG12,2,0.2,87,1354,593,2166.4,1186
ORD100989,2025-08-07,CUST6389,PROD118,REG9,4,0.26,76,4601,1161,13618.96,4644
ORD100990,2025-07-20,CUST1449,PROD148,REG10,4,0.29,329,4661,795,13237.24,3180
ORD100991,2023-02-21,CUST1705,PROD338,REG18,1,0.04,454,2021,2412,1940.1599999999999,2412
ORD100992,2024-02-26,CUST5768,PROD843,REG16,4,0.05,386,2608,997,9910.4,3988
ORD100993,2024-09-02,CUST3945,PROD502,REG5,2,0.0,396,3381,1003,6762.0,2006
ORD100994,2024-03-21,CUST4041,PROD451,REG19,4,0.25,325,3942,1685,11826.0,6740
ORD100995,2025-08-18,CUST4327,PROD557,REG17,2,0.26,329,515,533,762.2,1066
ORD100996,2023-05-11,CUST6812,PROD830,REG3,5,0.28,198,2860,745,10296.0,3725
ORD100997,2024-08-22,CUST2530,PROD378,REG14,5,0.08,265,2763,674,12709.800000000001,3370
ORD100998,2024-01-09,CUST3220,PROD667,REG12,1,0.16,415,4644,1824,3900.96,1824
ORD100999,2024-07-04,CUST6924,PROD802,REG1,3,0.17,435,3176,2987,7908.24,8961
ORD101000,2024-06-13,CUST4251,PROD856,REG4,3,0.26,156,4135,1043,9179.7,3129
ORD101001,2024-01-22,CUST3901,PROD663,REG17,3,0.15,362,3521,448,8978.55,1344
ORD101002,2023-12-02,CUST5734,PROD752,REG4,5,0.13,448,3722,252,16190.7,1260
ORD101003,2025-01-05,CUST6117,PROD505,REG11,4,0.1,106,2469,396,8888.4,1584
ORD101004,2025-10-21,CUST4758,PROD738,REG20,5,0.26,153,3195,1126,11821.5,5630
ORD101005,2025-06-14,CUST5742,PROD439,REG12,4,0.02,293,2645,2491,10368.4,9964
ORD101006,2024-06-21,CUST2164,PROD234,REG4,3,0.03,74,4492,442,13071.72,1326
ORD101007,2024-05-10,CUST4954,PROD751,REG10,4,0.23,70,374,1777,1151.92,7108
ORD101008,2025-11-01,CUST3715,PROD178,REG16,3,0.28,90,1275,572,2754.0,1716
ORD101009,2024-05-22,CUST5524,PROD448,REG15,5,0.21,237,1822,2849,7196.900000000001,14245
ORD101010,2024-11-11,CUST4767,PROD851,REG11,5,0.08,377,4974,297,22880.4,1485
ORD101011,2024-07-18,CUST4547,PROD235,REG2,1,0.08,213,4404,626,4051.6800000000003,626
ORD101012,2025-02-19,CUST6244,PROD506,REG3,4,0.15,79,1500,2160,5100.0,8640
ORD101013,2025-01-29,CUST5606,PROD727,REG7,1,0.18,378,2247,504,1842.5400000000002,504
ORD101014,2023-05-08,CUST6256,PROD752,REG19,5,0.05,194,3722,252,17679.5,1260
ORD101015,2023-05-26,CUST5977,PROD452,REG2,1,0.22,242,4332,2534,3378.96,2534
ORD101016,2024-05-13,CUST4970,PROD182,REG3,2,0.05,224,4442,1209,8439.8,2418
ORD101017,2025-08-23,CUST6249,PROD874,REG18,2,0.22,296,2716,1724,4236.96,3448
ORD101018,2024-07-13,CUST1277,PROD679,REG14,3,0.2,494,4558,1043,10939.2,3129
ORD101019,2025-07-12,CUST5605,PROD492,REG12,4,0.21,192,1570,1155,4961.2,4620
ORD101020,2024-02-07,CUST4284,PROD630,REG15,2,0.29,283,3576,1062,5077.92,2124
ORD101021,2025-09-02,CUST5580,PROD292,REG10,3,0.29,276,4364,787,9295.32,2361
ORD101022,2023-12-08,CUST5375,PROD334,REG10,1,0.29,239,4926,984,3497.46,984
ORD101023,2025-12-07,CUST4893,PROD565,REG2,1,0.16,442,2648,1084,2224.3199999999997,1084
ORD101024,2024-06-24,CUST1912,PROD554,REG19,2,0.05,414,4179,2155,7940.099999999999,4310
ORD101025,2024-05-25,CUST4769,PROD822,REG16,1,0.3,441,4711,1245,3297.7,1245
ORD101026,2023-01-19,CUST4404,PROD279,REG6,2,0.07,465,1171,2352,2178.06,4704
ORD101027,2024-05-09,CUST6182,PROD127,REG18,1,0.02,468,644,1776,631.12,1776
ORD101028,2023-12-21,CUST1190,PROD617,REG15,4,0.1,77,4050,2091,14580.0,8364
ORD101029,2024-07-12,CUST2387,PROD399,REG3,4,0.14,126,1777,2149,6112.88,8596
ORD101030,2023-12-11,CUST2394,PROD894,REG3,5,0.19,273,2213,2430,8962.650000000001,12150
ORD101031,2025-12-19,CUST6931,PROD467,REG5,2,0.05,484,4396,1299,8352.4,2598
ORD101032,2024-11-18,CUST4495,PROD657,REG13,5,0.06,311,3628,493,17051.6,2465
ORD101033,2023-08-17,CUST4146,PROD103,REG6,2,0.21,209,4144,2934,6547.52,5868
ORD101034,2023-05-27,CUST5324,PROD442,REG7,3,0.06,262,4533,2129,12783.06,6387
ORD101035,2023-11-28,CUST1347,PROD513,REG14,1,0.15,63,4096,1608,3481.6,1608
ORD101036,2024-03-08,CUST4701,PROD144,REG9,2,0.23,416,4305,1754,6629.7,3508
ORD101037,2024-02-03,CUST5558,PROD608,REG19,2,0.15,55,1658,2328,2818.6,4656
ORD101038,2025-04-15,CUST2175,PROD673,REG6,3,0.09,271,1510,2153,4122.3,6459
ORD101039,2024-08-09,CUST1839,PROD665,REG4,5,0.12,452,4735,655,20834.0,3275
ORD101040,2024-08-21,CUST5805,PROD891,REG3,3,0.14,78,1202,2016,3101.16,6048
ORD101041,2025-01-26,CUST4039,PROD579,REG10,5,0.19,437,948,384,3839.4,1920
ORD101042,2023-12-12,CUST1434,PROD174,REG3,4,0.14,137,2824,1621,9714.56,6484
ORD101043,2025-11-02,CUST6324,PROD513,REG2,2,0.12,142,4096,1608,7208.96,3216
ORD101044,2025-01-07,CUST1987,PROD734,REG3,1,0.24,100,1306,629,992.5600000000001,629
ORD101045,2024-01-15,CUST2913,PROD829,REG7,4,0.09,82,4322,466,15732.08,1864
ORD101046,2024-02-25,CUST4325,PROD435,REG9,5,0.01,282,3035,1597,15023.25,7985
ORD101047,2025-10-07,CUST6790,PROD846,REG7,4,0.28,264,1856,2100,5345.28,8400
ORD101048,2024-02-22,CUST4008,PROD540,REG7,1,0.23,138,4725,1431,3638.25,1431
ORD101049,2023-12-22,CUST1285,PROD280,REG20,3,0.27,312,3624,1811,7936.5599999999995,5433
ORD101050,2023-01-16,CUST5039,PROD737,REG3,3,0.21,71,4669,2392,11065.53,7176
ORD101051,2023-11-11,CUST2575,PROD553,REG18,5,0.05,361,4321,2848,20524.75,14240
ORD101052,2024-06-16,CUST6357,PROD444,REG9,3,0.16,399,4832,1565,12176.64,4695
ORD101053,2025-11-05,CUST1628,PROD311,REG18,1,0.03,236,4487,1304,4352.39,1304
ORD101054,2024-06-28,CUST4597,PROD237,REG6,3,0.26,197,3479,320,7723.38,960
ORD101055,2024-11-24,CUST5651,PROD842,REG20,2,0.18,317,4608,1393,7557.120000000001,2786
ORD101056,2023-03-10,CUST5827,PROD209,REG18,1,0.3,462,3628,2598,2539.6,2598
ORD101057,2024-02-15,CUST5769,PROD484,REG19,5,0.15,356,3329,2204,14148.25,11020
ORD101058,2025-12-11,CUST1166,PROD399,REG1,5,0.09,169,1777,2149,8085.35,10745
ORD101059,2025-12-24,CUST3691,PROD158,REG6,5,0.22,180,4284,1631,16707.600000000002,8155
ORD101060,2025-03-22,CUST6335,PROD366,REG11,1,0.22,477,3533,318,2755.7400000000002,318
ORD101061,2025-07-07,CUST2434,PROD815,REG9,4,0.07,97,4558,2268,16955.76,9072
ORD101062,2025-04-26,CUST5393,PROD759,REG9,1,0.26,80,1181,1183,873.9399999999999,1183
ORD101063,2025-01-09,CUST4210,PROD799,REG4,3,0.14,434,3197,2832,8248.26,8496
ORD101064,2024-03-14,CUST3933,PROD271,REG3,4,0.13,416,3455,2083,12023.4,8332
ORD101065,2024-06-13,CUST5950,PROD755,REG1,1,0.02,485,4436,2639,4347.28,2639
ORD101066,2024-12-30,CUST6737,PROD289,REG17,3,0.04,194,4686,1982,13495.68,5946
ORD101067,2023-09-30,CUST6242,PROD573,REG2,5,0.25,229,2247,1762,8426.25,8810
ORD101068,2024-04-03,CUST4377,PROD283,REG20,3,0.09,450,4593,685,12538.890000000001,2055
ORD101069,2025-03-30,CUST1564,PROD742,REG12,4,0.05,309,1936,444,7356.799999999999,1776
ORD101070,2024-07-21,CUST2667,PROD485,REG10,2,0.06,158,982,933,1846.1599999999999,1866
ORD101071,2025-05-10,CUST6778,PROD271,REG8,5,0.07,135,3455,2083,16065.749999999998,10415
ORD101072,2024-05-11,CUST2350,PROD736,REG15,2,0.25,74,4066,897,6099.0,1794
ORD101073,2025-03-05,CUST6152,PROD694,REG5,4,0.07,407,1881,1906,6997.32,7624
ORD101074,2025-03-15,CUST1589,PROD186,REG18,5,0.14,56,635,1618,2730.5,8090
ORD101075,2025-12-31,CUST3940,PROD635,REG3,1,0.24,144,4455,1502,3385.8,1502
ORD101076,2025-07-22,CUST3892,PROD112,REG20,1,0.28,472,2819,2258,2029.6799999999998,2258
ORD101077,2025-09-18,CUST1453,PROD100,REG1,1,0.14,110,4413,838,3795.18,838
ORD101078,2025-04-19,CUST4706,PROD138,REG1,3,0.02,283,2512,2115,7385.28,6345
ORD101079,2024-09-26,CUST4592,PROD488,REG1,2,0.01,467,1372,1088,2716.56,2176
ORD101080,2024-08-25,CUST3237,PROD206,REG16,3,0.29,182,1827,761,3891.5099999999998,2283
ORD101081,2025-01-05,CUST1994,PROD240,REG3,1,0.13,408,3931,573,3419.97,573
ORD101082,2025-09-17,CUST1882,PROD875,REG11,5,0.24,198,670,1881,2546.0,9405
ORD101083,2024-01-02,CUST1559,PROD278,REG11,2,0.02,396,3039,2176,5956.44,4352
ORD101084,2023-09-13,CUST6880,PROD404,REG14,4,0.08,255,4658,1325,17141.440000000002,5300
ORD101085,2024-03-15,CUST5441,PROD787,REG14,5,0.04,469,2124,2498,10195.199999999999,12490
ORD101086,2024-03-10,CUST1579,PROD641,REG3,3,0.25,478,1093,496,2459.25,1488
ORD101087,2024-11-20,CUST1859,PROD783,REG16,4,0.23,275,867,2280,2670.36,9120
ORD101088,2023-11-04,CUST2434,PROD576,REG14,4,0.11,492,1601,545,5699.56,2180
ORD101089,2024-02-13,CUST3930,PROD152,REG16,5,0.27,125,3930,233,14344.5,1165
ORD101090,2025-04-05,CUST6291,PROD775,REG20,2,0.03,433,1970,2502,3821.7999999999997,5004
ORD101091,2023-03-28,CUST3374,PROD183,REG5,1,0.3,306,1365,1497,955.4999999999999,1497
ORD101092,2023-01-03,CUST2336,PROD168,REG20,3,0.16,222,2827,237,7124.04,711
ORD101093,2024-01-07,CUST6512,PROD897,REG12,3,0.26,113,3046,1781,6762.12,5343
ORD101094,2024-10-03,CUST5449,PROD265,REG11,1,0.15,146,3258,2253,2769.2999999999997,2253
ORD101095,2025-11-12,CUST2014,PROD234,REG1,3,0.22,431,4492,442,10511.28,1326
ORD101096,2023-04-08,CUST1695,PROD174,REG6,1,0.06,457,2824,1621,2654.56,1621
ORD101097,2024-10-31,CUST5617,PROD862,REG11,4,0.23,69,3449,2648,10622.92,10592
ORD101098,2023-11-17,CUST4015,PROD302,REG4,5,0.19,480,2489,2797,10080.45,13985
ORD101099,2024-06-17,CUST5351,PROD823,REG12,1,0.09,83,1541,1144,1402.31,1144
ORD101100,2025-03-30,CUST6164,PROD388,REG16,3,0.27,326,4837,2174,10593.029999999999,6522
ORD101101,2024-01-02,CUST4750,PROD406,REG7,4,0.17,285,1802,1273,5982.639999999999,5092
ORD101102,2024-02-21,CUST4814,PROD493,REG14,3,0.2,231,1752,985,4204.8,2955
ORD101103,2024-12-29,CUST5880,PROD614,REG2,3,0.18,66,2501,1156,6152.46,3468
ORD101104,2025-04-27,CUST5177,PROD251,REG7,1,0.21,408,609,2390,481.11,2390
ORD101105,2024-10-31,CUST2249,PROD229,REG8,2,0.26,203,3633,2195,5376.84,4390
ORD101106,2023-05-13,CUST1994,PROD122,REG6,1,0.07,381,3744,2902,3481.9199999999996,2902
ORD101107,2023-02-22,CUST2346,PROD662,REG5,3,0.06,442,2613,2080,7368.66,6240
ORD101108,2025-01-10,CUST1843,PROD141,REG11,2,0.05,225,2020,1014,3838.0,2028
ORD101109,2024-11-25,CUST1675,PROD502,REG3,4,0.1,416,3381,1003,12171.6,4012
ORD101110,2023-01-23,CUST6128,PROD235,REG9,1,0.1,66,4404,626,3963.6,626
ORD101111,2024-04-04,CUST1162,PROD381,REG5,3,0.21,358,3214,795,7617.18,2385
ORD101112,2024-10-11,CUST6058,PROD437,REG6,1,0.19,403,2920,1559,2365.2000000000003,1559
ORD101113,2024-04-26,CUST5213,PROD227,REG11,2,0.26,248,2181,2982,3227.88,5964
ORD101114,2023-04-30,CUST6977,PROD172,REG14,3,0.16,213,4984,2021,12559.68,6063
ORD101115,2024-11-03,CUST3671,PROD459,REG9,4,0.07,329,3203,463,11915.16,1852
ORD101116,2023-07-27,CUST1858,PROD519,REG19,5,0.06,422,3039,1791,14283.3,8955
ORD101117,2023-11-14,CUST1411,PROD876,REG9,3,0.14,236,4268,2771,11011.44,8313
ORD101118,2023-12-04,CUST2849,PROD196,REG10,5,0.24,269,4230,523,16074.0,2615
ORD101119,2023-06-04,CUST3514,PROD609,REG14,4,0.18,449,2343,2619,7685.040000000001,10476
ORD101120,2025-05-17,CUST1570,PROD494,REG1,3,0.17,430,1020,1737,2539.7999999999997,5211
ORD101121,2024-01-29,CUST4108,PROD589,REG9,5,0.06,370,2855,1271,13418.5,6355
ORD101122,2024-05-19,CUST4175,PROD268,REG6,5,0.25,246,4736,954,17760.0,4770
ORD101123,2025-08-28,CUST4819,PROD161,REG12,4,0.23,308,510,1806,1570.8,7224
ORD101124,2023-11-09,CUST4621,PROD187,REG9,5,0.28,353,3646,2123,13125.6,10615
ORD101125,2023-01-14,CUST1993,PROD507,REG15,5,0.03,290,804,1971,3899.4,9855
ORD101126,2023-03-18,CUST5110,PROD131,REG19,1,0.23,182,3947,1155,3039.19,1155
ORD101127,2024-02-13,CUST2167,PROD132,REG20,2,0.2,344,2806,1878,4489.6,3756
ORD101128,2024-01-29,CUST1822,PROD564,REG16,5,0.21,157,3321,1880,13117.95,9400
ORD101129,2023-08-08,CUST5345,PROD189,REG18,1,0.22,296,4066,461,3171.48,461
ORD101130,2025-01-13,CUST1387,PROD784,REG5,5,0.24,113,2008,2823,7630.4,14115
ORD101131,2024-03-08,CUST3798,PROD101,REG13,3,0.19,57,4462,2397,10842.66,7191
ORD101132,2025-03-16,CUST4366,PROD293,REG14,2,0.14,79,4708,586,8097.76,1172
ORD101133,2025-09-14,CUST6560,PROD817,REG14,3,0.19,146,3358,764,8159.9400000000005,2292
ORD101134,2024-10-15,CUST1046,PROD376,REG1,2,0.29,286,640,2059,908.8,4118
ORD101135,2025-03-27,CUST6039,PROD442,REG14,4,0.13,98,4533,2129,15774.84,8516
ORD101136,2025-01-24,CUST1603,PROD761,REG17,2,0.27,499,3059,2489,4466.14,4978
ORD101137,2024-11-06,CUST4760,PROD199,REG1,1,0.3,242,4982,2266,3487.3999999999996,2266
ORD101138,2025-04-11,CUST2061,PROD387,REG5,5,0.11,111,2576,1198,11463.2,5990
ORD101139,2023-01-28,CUST2085,PROD680,REG4,4,0.06,360,1258,282,4730.08,1128
ORD101140,2025-09-14,CUST5668,PROD633,REG2,3,0.2,287,2939,527,7053.6,1581
ORD101141,2024-02-20,CUST1480,PROD168,REG17,5,0.07,92,2827,237,13145.55,1185
ORD101142,2023-01-25,CUST2031,PROD864,REG20,2,0.09,117,460,2352,837.2,4704
ORD101143,2024-11-03,CUST4877,PROD535,REG17,5,0.17,417,1397,1356,5797.549999999999,6780
ORD101144,2024-06-25,CUST2129,PROD856,REG16,2,0.15,424,4135,1043,7029.5,2086
ORD101145,2023-06-14,CUST5387,PROD166,REG19,5,0.21,197,1716,1199,6778.200000000001,5995
ORD101146,2023-07-27,CUST3004,PROD379,REG6,2,0.25,368,3503,308,5254.5,616
ORD101147,2025-08-06,CUST3615,PROD604,REG6,3,0.28,101,1785,1539,3855.6,4617
ORD101148,2025-09-11,CUST4628,PROD447,REG19,2,0.0,469,2265,1281,4530.0,2562
ORD101149,2024-09-05,CUST1531,PROD786,REG14,4,0.11,86,3784,2708,13471.04,10832
ORD101150,2024-01-08,CUST5030,PROD440,REG4,5,0.19,330,2034,1990,8237.7,9950
ORD101151,2024-09-09,CUST6025,PROD366,REG18,5,0.29,238,3533,318,12542.15,1590
ORD101152,2023-03-10,CUST6733,PROD790,REG9,5,0.12,102,3246,834,14282.4,4170
ORD101153,2023-04-11,CUST2898,PROD713,REG14,3,0.1,408,2509,316,6774.3,948
ORD101154,2023-01-01,CUST1203,PROD672,REG17,1,0.23,415,819,1470,630.63,1470
ORD101155,2023-12-17,CUST2736,PROD603,REG15,5,0.2,59,1560,2789,6240.0,13945
ORD101156,2023-01-07,CUST1334,PROD693,REG19,2,0.01,141,2469,1938,4888.62,3876
ORD101157,2023-11-14,CUST4073,PROD271,REG1,5,0.16,454,3455,2083,14511.0,10415
ORD101158,2024-09-14,CUST2235,PROD109,REG16,2,0.2,331,3473,1940,5556.8,3880
ORD101159,2024-05-23,CUST4981,PROD858,REG13,3,0.05,326,1220,1489,3477.0,4467
ORD101160,2023-07-05,CUST5238,PROD559,REG19,3,0.17,255,1590,1771,3959.1,5313
ORD101161,2024-12-28,CUST3140,PROD340,REG6,5,0.02,62,4162,918,20393.8,4590
ORD101162,2024-04-06,CUST5217,PROD644,REG4,3,0.1,217,4594,1237,12403.800000000001,3711
ORD101163,2023-12-09,CUST1724,PROD291,REG10,3,0.0,475,427,2418,1281.0,7254
ORD101164,2024-09-26,CUST1393,PROD882,REG7,3,0.18,313,1575,2673,3874.5000000000005,8019
ORD101165,2024-12-13,CUST2463,PROD277,REG2,4,0.08,381,1556,1193,5726.08,4772
ORD101166,2025-10-28,CUST5980,PROD732,REG2,1,0.28,215,699,904,503.28,904
ORD101167,2024-07-29,CUST2972,PROD360,REG12,1,0.0,124,943,2478,943.0,2478
ORD101168,2023-05-16,CUST3297,PROD709,REG19,2,0.27,307,3329,1681,4860.34,3362
ORD101169,2024-01-18,CUST6736,PROD623,REG5,5,0.28,305,594,2379,2138.4,11895
ORD101170,2023-07-05,CUST3873,PROD385,REG8,5,0.01,207,2655,1949,13142.25,9745
ORD101171,2024-09-30,CUST4301,PROD878,REG3,2,0.13,352,3612,2943,6284.88,5886
ORD101172,2025-07-16,CUST5564,PROD172,REG15,5,0.27,161,4984,2021,18191.6,10105
ORD101173,2025-08-21,CUST2890,PROD143,REG9,4,0.24,283,2230,2437,6779.2,9748
ORD101174,2024-07-14,CUST5587,PROD273,REG14,3,0.02,383,1583,802,4654.0199999999995,2406
ORD101175,2025-06-16,CUST5560,PROD682,REG19,5,0.28,496,3711,280,13359.6,1400
ORD101176,2024-09-30,CUST2785,PROD820,REG19,4,0.04,299,4530,1457,17395.2,5828
ORD101177,2023-11-17,CUST3155,PROD791,REG15,4,0.28,419,2163,250,6229.44,1000
ORD101178,2025-05-07,CUST2085,PROD546,REG12,1,0.2,142,4362,2800,3489.6000000000004,2800
ORD101179,2025-09-24,CUST3104,PROD125,REG5,4,0.04,89,2359,379,9058.56,1516
ORD101180,2023-10-12,CUST1958,PROD382,REG13,2,0.21,482,3336,1168,5270.88,2336
ORD101181,2025-11-17,CUST3179,PROD394,REG9,1,0.28,233,4024,597,2897.2799999999997,597
ORD101182,2023-12-17,CUST2101,PROD488,REG12,5,0.19,393,1372,1088,5556.6,5440
ORD101183,2023-03-24,CUST5967,PROD584,REG5,4,0.02,422,4406,2982,17271.52,11928
ORD101184,2024-10-27,CUST4962,PROD812,REG19,4,0.06,180,2888,698,10858.88,2792
ORD101185,2024-06-24,CUST6537,PROD314,REG18,1,0.15,127,2392,384,2033.2,384
ORD101186,2024-04-24,CUST6919,PROD863,REG12,4,0.12,170,2034,2763,7159.68,11052
ORD101187,2023-08-01,CUST1995,PROD833,REG5,5,0.15,426,1046,2998,4445.5,14990
ORD101188,2025-07-18,CUST2185,PROD647,REG18,3,0.15,387,3797,1472,9682.35,4416
ORD101189,2023-12-26,CUST2831,PROD612,REG16,3,0.18,390,3137,389,7717.02,1167
ORD101190,2023-08-02,CUST1526,PROD151,REG15,1,0.27,437,462,2720,337.26,2720
ORD101191,2023-10-31,CUST3866,PROD875,REG1,2,0.25,200,670,1881,1005.0,3762
ORD101192,2023-07-19,CUST2043,PROD868,REG6,2,0.19,93,1372,2665,2222.6400000000003,5330
ORD101193,2023-08-26,CUST6157,PROD362,REG18,1,0.24,369,2127,426,1616.52,426
ORD101194,2024-11-01,CUST2684,PROD414,REG17,3,0.05,347,497,256,1416.45,768
ORD101195,2025-05-28,CUST2239,PROD422,REG19,3,0.03,87,3891,2849,11322.81,8547
ORD101196,2023-09-08,CUST3057,PROD589,REG14,5,0.16,135,2855,1271,11991.0,6355
ORD101197,2024-04-20,CUST1099,PROD362,REG15,2,0.2,488,2127,426,3403.2000000000003,852
ORD101198,2024-05-12,CUST6557,PROD480,REG2,3,0.09,370,3654,786,9975.42,2358
ORD101199,2025-09-04,CUST2416,PROD363,REG6,5,0.28,314,3655,1566,13158.0,7830
ORD101200,2025-09-23,CUST3773,PROD133,REG3,2,0.03,190,963,823,1868.22,1646
ORD101201,2024-12-01,CUST2961,PROD779,REG19,1,0.08,55,3717,2650,3419.6400000000003,2650
ORD101202,2025-02-22,CUST1100,PROD863,REG2,5,0.29,93,2034,2763,7220.7,13815
ORD101203,2024-03-04,CUST4075,PROD217,REG8,3,0.23,303,3456,753,7983.360000000001,2259
ORD101204,2024-06-22,CUST5246,PROD835,REG16,4,0.06,122,2976,2004,11189.76,8016
ORD101205,2025-06-19,CUST3089,PROD515,REG4,4,0.11,450,2907,2473,10348.92,9892
ORD101206,2025-08-25,CUST5053,PROD702,REG6,1,0.22,86,3762,1555,2934.36,1555
ORD101207,2023-07-29,CUST1961,PROD624,REG13,1,0.28,420,2813,718,2025.36,718
